
환경전문자 초청교육 화학물질 정보이해와 취업전망에 대해 설명해줘,engineering
대학원생을 위한 테크니컬 라이팅 프로그램에 대해 설명해줘,engineering
6월 융합인재교육원 취업프로그램에 대해 설명해줘,engineering
Power Engineering School Summer Camp 참가생을 모집할 예정에 대해 설명해줘,engineering
상반기 도전장학 선발계획에 대해 말해줘,engineering
KT AVILE 활동에 대해 간단하게 설명해줘,engineering
8월 융합인재교육원 취업프로그램에 대해 말해줘,engineering
삼성전자 CE/IM부문 캠퍼스 리크루팅에 대해 말해줘,engineering
2019학년도 2학기 공과대학 취업서포터즈 모집 예정에 대해 설명해줘,engineering
2022학년도 1학기 글로벌커뮤니케이션잉글리쉬 에 대해 운영 계획을 말해줘,software_engineering
인공지능 학습플랫폼(치타) 사용자 교육 일정에 대해 설명해줘,software_engineering
2022학년도 15기 총장명예학생에 대해 설명해줘,software_engineering
2022년 전공연계 봉사활동에 대해 참여팀 모집을 설명해줘,software_engineering
2022년 졸업 예정자 논문 제출건에 대해 설명해줘,software_engineering
2022학년도 계절학기 제주대학교 교류에 대해 말해줘,software_engineering
2022학년도 2학기 국가장학금 1차 신청 계획에 대해 말해줘,software_engineering
국제학생증 ISIC 무료발급에 대해 말해줘,software_engineering
2022년 현대자동차 AI 경진대회 참가자 모집에 대해 말해줘,software_engineering
맞춤형 교육과정 운영 교육수요자 설문조사는 언제해?,software_engineering
"공대4,7호관 정전했다면서? 어떻게 된 일이야?",software_engineering
융합보안대학원 신입생 모집에 대해 말해줘,software_engineering
2022년 여름학기 KAIST(한국과학기술원) 몰입캠프 모집 안내_계절학기MOU과목에 대해 말해줘,software_engineering
전남대 입학과 SNS 서포터즈에 대해 알고있니?,software_engineering
온라인 폭력예방교육에 대해 말해줄래?,software_engineering
2023년 드림클래스 계획에 대해 말해줘,engineering
한민족청년과학도포럼에 대해 알고있니?,engineering
이번년도 민방위 계획에 대해 말해줘,engineering
민방위 훈련관련해서 계획 설명해줘,engineering
4학년 포스코퓨처엠 하계방학 현장실습행에 대해 설명해줘,engineering
이번년도 동원장학재단장학생 선발 계획에 대해 설명해줘,engineering
CLS 한국어 교육에 대해 말해줘,engineering
WISET 글로벌 멘토링에 대해 알고있니?,engineering
SNNC 아이디어 공모전에 대해 말해줘,engineering
2학기 캠퍼스 AIMS사업을 알고 있니,engineering
삼성전ㄷ자 로지텍 멘토링에 대해 설명해줘,engineering
현대중공업 취업 캠프 일정에 대해 알고 있니?,engineering
동행장학생 선발 일정이 어떻게 되니?,engineering
장애인 인식 개선 온라인 교육에 대해 설명해줘,engineering
카카오 테크 캠퍼스 1차 합격자 발표가 언제나와?,engineering
이공계 직무역량 강화 프로그램에 대해 말해줘,engineering
미래에셋 해외교환 장학생 선발 안내 내용에 대해 말해줘,engineering
2023학년도 공과대학 취업서포터즈에 대해 말해줘,engineering
광주전남지역 취업박람회 관련해서 말해줘,engineering
롯데장학재단 민화협 독립유공자후손장학사업에 대해 말해줘,engineering
대기업 취업지원에 대해 무료로 하는 것을 말해줘,engineering
천원의 아침밥 운영 계획에 대해 말해줘,engineering
2023년 동아리 알림아리에 대해 말해줘,engineering
카카오 테크 캠퍼스 모집 안내에 대해 말해줘,engineering
유한재단 장학생에 대해 말해줘,engineering
도서관 안내데스크 관련해서 올라온 공지에 대해 말해줘,engineering
두근두근 엔지니어링에 대해 운영 계획을 말해줘,engineering
카카오 우수인재에 대해 설명해줘,engineering
코딩 무료 강의에 대해 올라온 공지에 대해 말해줘,engineering
아두이노 관련해서 올라온 해커톤이 있어?,engineering
여학우 쉼터에 대해 알고있니?,engineering
공공기관 채용 박람회에 대해 알고싶어? 한번 가보고 싶은데,engineering
국내 ICT 인턴십 학점연계 되는 걸로 설명해줘,engineering
U-STARTUP SAUNA에 대해 알고있니?,engineering
2023년에 국내 ICT 인턴십 학점연계 되는 걸로 설명해줘,engineering
에너지 설비 참가자 모집에 대해 설명해줘!,engineering
정부재정 모니터링단에 대해 설명해줘,engineering
북구 일자리 매칭 데이에 대해 말해줘,engineering
전남대 축제 용봉대동풀이에 대해 말해줘2022년에 대한 것으로!,engineering
2022년 동아리 알림아리 행사에 대해 말해줘,engineering
2022년 국가 장학금 일정에 대해 말해줘,engineering
온라인 폭력예방교육 학생 참여 방법에 대해 말해줘,engineering
제3회 오아시스 해커톤 대회에 대해 말해줘,engineering
공학심포지엄 발표포스터 제출이 언제까지야?,engineering
공대 운동회가 언제야? 설명해줘,engineering
공과대학 간식 이벤트 2022년에 한 것으로 말해줘,engineering
대/공기업 무료 취업 지원 온라인 강의 지원에 대해 설명해줘,engineering
12기 두근두근 엔지니어링에 대해 말해줘,engineering
건강밥상에 대해 말해줘,engineering
2022년 학생회 온라인 투표에 대해 말해줘,engineering
기초창의설계경진대회에 대해 말해줘,engineering
공과대학 연구실 소개 영상에 대해 말해줘,engineering
2021 월드클래스 잡 페스티벌에 대해 말해줘,engineering
CJ대한통운 미래기술 챌린지에 대해 말해줘,engineering
위셋 글로벌 멘토링에 대해 말해줘,engineering
한국 에너지 공단에서 실시하는 에너지 교육에 대해 말해줘,engineering
2022년 1학기에 진행한 교내 장학금에 대해서 알려줘,software_enginearing
작년에 진행한 네이버 AI 채용에 대해서 알려줘,software_enginearing
2021년 도전장학생에 대해서 알려줘,software_enginearing
2019년도에 진행한 엔지니어링 프로젝트에 대해 알려줘,enginearing
제 70회 학위수여식에 대해 알려줘,software_enginearing
2020년 제주대학교 교류에 대해 알려줘,software_enginearing
작년 하이닉스 채용에 대한 내용에 대해 알려줘,software_enginearing
2021년에 자유학기에 대한 내용에 대해 알려줘,software_enginearing
2021년 전력데이터에 관한 경진대회에 대해서 알려줘,software_enginearing
올해 스타트업에 대한 내용에 대해서 알려줘,software_enginearing
소프트웨어동아리 지원 사업에 대해서 알려줘,software_enginearing
1학기 국제거점국립 대학교에 대해서 설명해줘,software_enginearing
올해 교류학생에 대해 설명해줘,software_enginearing
작년에 헌혈에 대한 내용을 설명해줘,software_enginearing
코로나 걸리면 어떻게 해야해?,software_enginearing
아두이노에 관한 교육프로그램에 대한 내용을 말해줘,software_enginearing
외국어 시험 응시료에 대한 내용을 말해줘,software_enginearing
올해 COSS서포터즈에 관한 내용을 말해줘,software_enginearing
2022년도 겨울방학때 셔틀버스는 어떻게 운영하니?,software_enginearing
공과대학 민원처리 게시판에 대해서 말해줘,software_enginearing
